0.2956058589,2963.3134560539,9.6251672614,7.5083849353,3
0.2047936085,1701.0630023334,9.7586297818,4.8029269278,3
0.5968042610,501.2531328321,9.7420684886,3.9369364461,2
0.0860186418,12.5313283208,9.7432356809,3.9312044127,3
0.1163781625,325.1231527094,9.7668273555,5.1212795998,3
0.6298268975,411.0275689223,9.3819682598,5.2320811756,2
0.0556591212,7.3891625616,9.3412081340,4.7161035306,3
0.5470039947,547.5758361421,9.3829400326,5.0196454720,2
0.0588548602,0.0000000000,9.2009569378,7.4172258994,3
0.0961384820,12.3152709359,10.0402711324,7.4149805395,3
0.4391478029,492.6108374384,9.8612559214,4.0725200938,2
0.0529960053,0.0000000000,9.9815447710,8.0947215627,3
0.2042609854,977.4436090225,9.6807798262,8.2237691307,3
0.6002663116,561.4035087719,9.9551231614,4.6311372670,2
0.2223701731,1912.8856624319,9.6309958587,8.9536342267,3
0.6639147803,502.8087460030,9.5597601630,4.8151248943,2
0.6988015979,1333.3333333333,9.4372218327,4.2314508492,1
0.6218375499,1631.5789473684,9.7843625580,5.7411545292,3
0.5754993342,1731.5270935961,9.5191666363,4.1145727862,1
0.5384820240,1094.9356148993,9.5286835130,5.3070142195,3
0.0894806924,37.5939849624,9.4520271972,5.8907503264,3
0.6133155792,561.5763546798,9.5794383736,4.1789200234,2
0.2141145140,225.5639097745,10.4644152840,4.1916296669,3
0.0918774967,22.5563909775,9.0016020914,4.2371715134,3
0.6354194407,869.8038198946,9.3455849433,4.5441722998,2
0.1877496671,205.5137844612,10.2592433987,5.2761243023,3
0.0521970706,0.0000000000,9.5385053543,7.1543423682,3
0.6002663116,1349.7536945813,9.5256066805,5.3656316172,1
0.0559254328,2.5062656642,9.8952045185,8.0540858382,3
0.0660452730,15.0375939850,9.9057477940,8.0495910153,3
0.5318242344,1418.0278281912,9.6375937344,5.4988960064,1
0.5320905459,687.6242329963,9.4432177234,4.3007722962,2
0.3123834887,230.5764411028,10.3402283039,4.4266909731,3
0.0769640479,17.5438596491,9.6782686381,5.0673316727,3
0.5648468708,411.3300492610,9.8615288221,4.8869049031,2
0.3249001332,868.1185722928,9.7218070895,4.9198233763,3
0.3637816245,593.5960591133,10.0016509154,3.4104070946,2
0.2221038615,689.2230576441,9.7152358177,4.1668699844,3
0.2015978695,889.0761386225,9.8115436680,4.9464954223,3
0.6162450067,1006.3952985913,9.7569439169,4.8227346369,1
0.0900133156,17.4574366952,11.5816642383,5.1802503358,3
0.1840213049,1055.1378446115,9.6945006851,7.2024509031,3
0.9129161119,1475.3694581281,9.4258356826,4.2421755518,1
0.7150466045,557.1255725520,9.6290236319,4.1389888947,2
0.5307589880,578.9473684211,9.8285481533,4.0056009301,2
0.2942743009,334.9753694581,10.0379631893,3.9453488852,3
0.4641810919,608.8929219600,9.4042596360,4.4362546009,2
0.5797603196,536.9458128079,9.6478501671,4.4966372061,2
0.1635153129,258.1453634085,10.4479292637,4.4810286270,3
0.0793608522,15.0375939850,8.9696387243,4.4592964896,3
